Filename,Score
Data/MIDI/Collection/Original Collection/001.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/002.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/003.mid,1.0
Data/MIDI/Collection/Original Collection/004.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/005.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/006.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/007.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/008.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/009.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/010.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/011.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/012.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/013.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/014.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/015.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/016.mid,1.0
Data/MIDI/Collection/Original Collection/017.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/018.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/019.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/020.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/021.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/022.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/023.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/024.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/025.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/026.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/027.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/028.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/029.mid,1.0
Data/MIDI/Collection/Original Collection/030.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/031.mid,0.33333333333333337
Data/MIDI/Collection/Original Collection/032.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/033.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/034.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/035.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/036.mid,1.0
Data/MIDI/Collection/Original Collection/037.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/038.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/039.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/040.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/041.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/042.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/043.mid,1.0
Data/MIDI/Collection/Original Collection/044.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/045.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/046.mid,1.0
Data/MIDI/Collection/Original Collection/047.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/048.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/049.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/050.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/051.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/052.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/053.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/054.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/055.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/056.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/057.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/058.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/059.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/060.mid,0.33333333333333337
Data/MIDI/Collection/Original Collection/061.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/062.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/063.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/064.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/065.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/066.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/067.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/068.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/069.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/070.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/071.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/072.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/073.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/074.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/075.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/076.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/077.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/078.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/079.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/080.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/081.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/082.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/083.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/084.mid,1.0
Data/MIDI/Collection/Original Collection/085.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/086.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/087.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/088.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/089.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/090.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/091.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/092.mid,0.6666666666666667
Data/MIDI/Collection/Original Collection/093.mid,0.6666666666666667
